date,AAPL,MSFT,GOOGL,TSLA,META,AMZN,NVDA,AVGO,V,XOM
2022-02-17,168.8800048828125,290.7300109863281,132.53900146484375,292.1166687011719,207.7100067138672,154.65249633789062,245.07000732421875,579.0,224.61000061035156,78.2300033569336
2022-02-18,167.3000030517578,287.92999267578125,130.4029998779297,285.6600036621094,206.16000366210938,152.60150146484375,236.4199981689453,579.989990234375,222.69000244140625,77.36000061035156
2022-02-22,164.32000732421875,287.7200012207031,129.81350708007812,273.84332275390625,202.0800018310547,150.19749450683594,233.89999389648438,577.4600219726562,221.32000732421875,76.45999908447266
2022-02-23,160.07000732421875,280.2699890136719,127.58799743652344,254.67999267578125,198.4499969482422,144.82699584960938,223.8699951171875,565.1900024414062,215.9499969482422,76.7699966430664
2022-02-24,162.74000549316406,294.5899963378906,132.6909942626953,266.92333984375,207.60000610351562,151.35800170898438,237.47999572753906,580.0,217.3000030517578,75.80000305175781
2022-02-25,164.85000610351562,297.30999755859375,134.45950317382812,269.9566650390625,210.47999572753906,153.7884979248047,241.57000732421875,588.010009765625,219.27000427246094,77.83999633789062
2022-02-28,165.1199951171875,298.7900085449219,135.0570068359375,290.1433410644531,211.02999877929688,153.56300354003906,243.85000610351562,587.4400024414062,216.1199951171875,78.41999816894531
2022-03-01,163.1999969482422,294.95001220703125,134.06149291992188,288.1233215332031,203.49000549316406,151.14199829101562,234.77000427246094,570.1199951171875,208.97000122070312,79.16999816894531
2022-03-02,166.55999755859375,300.19000244140625,134.57150268554688,293.2966613769531,208.11000061035156,152.05250549316406,242.1999969482422,585.780029296875,208.47999572753906,80.52999877929688
2022-03-03,166.22999572753906,295.9200134277344,133.89950561523438,279.7633361816406,202.97000122070312,147.89849853515625,237.13999938964844,578.5999755859375,207.22999572753906,81.04000091552734
2022-03-04,163.1699981689453,289.8599853515625,131.906494140625,279.42999267578125,200.05999755859375,145.64100646972656,229.36000061035156,595.989990234375,200.2899932861328,84.08999633789062
2022-03-07,159.3000030517578,278.9100036621094,126.37850189208984,268.1933288574219,187.47000122070312,137.4530029296875,213.52000427246094,570.7000122070312,190.6999969482422,87.12000274658203
2022-03-08,157.44000244140625,275.8500061035156,127.10449981689453,274.79998779296875,190.2899932861328,136.01449584960938,215.13999938964844,575.9500122070312,191.7100067138672,87.77999877929688
2022-03-09,162.9499969482422,288.5,133.4199981689453,286.3233337402344,198.5,139.2790069580078,230.13999938964844,597.02001953125,199.75999450683594,82.79000091552734
2022-03-10,158.52000427246094,285.5899963378906,132.42950439453125,279.4333190917969,195.2100067138672,146.8175048828125,226.5800018310547,587.72998046875,197.97000122070312,85.36000061035156
2022-03-11,154.72999572753906,280.07000732421875,129.87049865722656,265.1166687011719,187.61000061035156,145.52450561523438,221.0,577.8499755859375,196.7100067138672,84.91999816894531
2022-03-14,150.6199951171875,276.44000244140625,125.95099639892578,255.4566650390625,186.6300048828125,141.85299682617188,213.3000030517578,567.7999877929688,200.3300018310547,81.87999725341797
2022-03-15,155.08999633789062,287.1499938964844,129.197998046875,267.2966613769531,192.02999877929688,147.3665008544922,229.72999572753906,592.760009765625,206.13999938964844,77.22000122070312
2022-03-16,159.58999633789062,294.3900146484375,133.28050231933594,280.07666015625,203.6300048828125,153.10400390625,244.9600067138672,607.1199951171875,211.8699951171875,76.93000030517578
2022-03-17,160.6199951171875,295.2200012207031,133.83900451660156,290.5333251953125,207.83999633789062,157.23899841308594,247.66000366210938,602.6699829101562,213.4499969482422,78.9800033569336
2022-03-18,163.97999572753906,300.42999267578125,136.12550354003906,301.7966613769531,216.49000549316406,161.25050354003906,264.5299987792969,610.4099731445312,219.11000061035156,78.66999816894531
2022-03-21,165.3800048828125,299.1600036621094,136.10150146484375,307.0533447265625,211.49000549316406,161.4915008544922,267.3399963378906,601.2899780273438,217.0399932861328,82.19999694824219
2022-03-22,168.82000732421875,304.05999755859375,139.8679962158203,331.32666015625,216.64999389648438,164.88900756835938,265.239990234375,611.3400268554688,218.47000122070312,81.83999633789062
2022-03-23,170.2100067138672,299.489990234375,138.27549743652344,333.03668212890625,213.4600067138672,163.4080047607422,256.3399963378906,599.3800048828125,214.67999267578125,83.12999725341797
2022-03-24,174.07000732421875,304.1000061035156,141.57200622558594,337.97332763671875,219.57000732421875,163.64950561523438,281.5,626.4299926757812,217.30999755859375,83.37999725341797
2022-03-25,174.72000122070312,303.67999267578125,141.67300415039062,336.8800048828125,221.82000732421875,164.77349853515625,276.9200134277344,628.8699951171875,218.42999267578125,85.19999694824219
2022-03-28,175.60000610351562,310.70001220703125,141.45550537109375,363.9466552734375,223.58999633789062,168.99049377441406,282.19000244140625,632.8800048828125,220.77000427246094,82.80999755859375
2022-03-29,178.9600067138672,315.4100036621094,142.5054931640625,366.5233459472656,229.86000061035156,169.31500244140625,286.55999755859375,641.469970703125,228.1199951171875,82.37000274658203
2022-03-30,177.77000427246094,313.8599853515625,141.93850708007812,364.663330078125,227.85000610351562,166.30099487304688,276.8999938964844,631.0900268554688,223.9499969482422,83.77999877929688
2022-03-31,174.61000061035156,308.30999755859375,139.0675048828125,359.20001220703125,222.36000061035156,162.99749755859375,272.8599853515625,629.6799926757812,221.77000427246094,82.58999633789062
2022-04-01,174.30999755859375,309.4200134277344,140.15049743652344,361.5299987792969,224.85000610351562,163.55999755859375,267.1199951171875,626.97998046875,226.36000061035156,83.12000274658203
2022-04-04,178.44000244140625,314.9700012207031,142.97149658203125,381.8166809082031,233.88999938964844,168.34649658203125,273.6000061035156,634.8499755859375,227.74000549316406,83.16000366210938
2022-04-05,175.05999755859375,310.8800048828125,140.59100341796875,363.7533264160156,231.83999633789062,164.05499267578125,259.30999755859375,614.1199951171875,226.08999633789062,82.7300033569336
2022-04-06,171.8300018310547,299.5,136.54800415039062,348.586669921875,223.3000030517578,158.75599670410156,244.07000732421875,602.0,219.00999450683594,83.6500015258789
2022-04-07,172.13999938964844,301.3699951171875,135.8885040283203,352.4200134277344,222.9499969482422,157.7845001220703,242.0800018310547,603.0499877929688,216.14999389648438,85.05000305175781
2022-04-08,170.08999633789062,296.9700012207031,133.28750610351562,341.8299865722656,222.3300018310547,154.4604949951172,231.19000244140625,587.0,216.97999572753906,86.83999633789062
2022-04-11,165.75,285.260009765625,128.82350158691406,325.30999755859375,216.4600067138672,151.1219940185547,219.1699981689453,580.6099853515625,214.75,83.8499984741211
2022-04-12,167.66000366210938,282.05999755859375,127.7145004272461,328.98333740234375,214.13999938964844,150.78750610351562,215.0399932861328,585.0700073242188,211.39999389648438,85.5999984741211
2022-04-13,170.39999389648438,287.6199951171875,129.8939971923828,340.7900085449219,214.99000549316406,155.54100036621094,222.02999877929688,592.5399780273438,213.27000427246094,86.80999755859375
2022-04-14,165.2899932861328,279.8299865722656,126.7300033569336,328.3333435058594,210.17999267578125,151.7064971923828,212.5800018310547,573.8499755859375,212.7899932861328,87.83000183105469
2022-04-18,165.07000732421875,280.5199890136719,127.67649841308594,334.7633361816406,210.77000427246094,152.78500366210938,217.8300018310547,586.5,213.1699981689453,88.55000305175781
2022-04-19,167.39999389648438,285.29998779296875,130.00900268554688,342.7166748046875,217.30999755859375,158.11549377441406,221.97999572753906,597.6199951171875,215.6999969482422,87.76000213623047
2022-04-20,167.22999572753906,286.3599853515625,128.0399932861328,325.73333740234375,200.4199981689453,153.9980010986328,214.82000732421875,597.719970703125,217.7899932861328,87.95999908447266
2022-04-21,166.4199981689453,280.80999755859375,124.81449890136719,336.260009765625,188.07000732421875,148.29600524902344,201.8300018310547,592.72998046875,216.4499969482422,87.02999877929688
2022-04-22,161.7899932861328,274.0299987792969,119.635498046875,335.01666259765625,184.11000061035156,144.35000610351562,195.14999389648438,586.9500122070312,208.1699981689453,85.12999725341797
2022-04-25,162.8800048828125,280.7200012207031,123.0739974975586,332.67333984375,186.99000549316406,146.07400512695312,199.02000427246094,587.8800048828125,209.9499969482422,82.26000213623047
2022-04-26,156.8000030517578,270.2200012207031,118.6500015258789,292.1400146484375,180.9499969482422,139.39100646972656,187.8800048828125,560.0700073242188,201.10000610351562,82.29000091552734
2022-04-27,156.57000732421875,283.2200012207031,114.29450225830078,293.836669921875,174.9499969482422,138.16700744628906,184.14999389648438,559.5399780273438,214.11000061035156,84.63999938964844
2022-04-28,163.63999938964844,289.6300048828125,118.52249908447266,292.5033264160156,205.72999572753906,144.59649658203125,197.82000732421875,578.9400024414062,220.66000366210938,87.19999694824219
2022-04-29,157.64999389648438,277.5199890136719,114.1094970703125,290.2533264160156,200.47000122070312,124.28150177001953,185.47000122070312,554.3900146484375,213.1300048828125,85.25
2022-05-02,157.9600067138672,284.4700012207031,116.58300018310547,300.9800109863281,211.1300048828125,124.5,195.3300018310547,576.3499755859375,211.52999877929688,86.41000366210938
2022-05-03,159.47999572753906,281.7799987792969,117.33399963378906,303.0833435058594,212.02999877929688,124.25350189208984,196.02000427246094,581.1699829101562,208.55999755859375,88.19000244140625
2022-05-04,166.02000427246094,289.9800109863281,122.26100158691406,317.5400085449219,223.41000366210938,125.92849731445312,203.33999633789062,603.6599731445312,214.52000427246094,91.69999694824219
2022-05-05,156.77000427246094,277.3500061035156,116.50550079345703,291.09332275390625,208.27999877929688,116.40699768066406,188.44000244140625,579.989990234375,205.24000549316406,90.30999755859375
2022-05-06,157.27999877929688,274.7300109863281,115.74649810791016,288.54998779296875,203.77000427246094,114.77249908447266,186.75,580.0999755859375,202.82000732421875,91.69000244140625
2022-05-09,152.05999755859375,264.5799865722656,112.51100158691406,262.3699951171875,196.2100067138672,108.78900146484375,169.5,562.9199829101562,193.0,84.45999908447266
2022-05-10,154.50999450683594,269.5,114.3949966430664,266.67999267578125,197.64999389648438,108.85900115966797,175.9499969482422,581.3900146484375,193.5800018310547,85.0199966430664
2022-05-11,146.5,260.54998779296875,113.60250091552734,244.6666717529297,188.74000549316406,105.37200164794922,166.3000030517578,567.1099853515625,196.72000122070312,86.79000091552734
2022-05-12,142.55999755859375,255.35000610351562,112.84400177001953,242.6666717529297,191.24000549316406,106.93049621582031,161.75,571.5700073242188,193.97000122070312,86.30000305175781
2022-05-13,147.11000061035156,261.1199951171875,116.05049896240234,256.5299987792969,198.6199951171875,113.05500030517578,177.05999755859375,588.239990234375,199.22999572753906,88.86000061035156
2022-05-16,145.5399932861328,261.5,114.44499969482422,241.4566650390625,200.0399932861328,110.81050109863281,172.63999938964844,582.6699829101562,197.80999755859375,90.94999694824219
2022-05-17,149.24000549316406,266.82000732421875,116.4729995727539,253.8699951171875,202.6199951171875,115.36849975585938,181.77000427246094,608.1500244140625,204.0,92.11000061035156
2022-05-18,140.82000732421875,254.0800018310547,111.89949798583984,236.60333251953125,192.24000549316406,107.11250305175781,169.3800048828125,570.5700073242188,199.99000549316406,90.6500015258789
2022-05-19,137.35000610351562,253.13999938964844,110.38400268554688,236.47332763671875,191.2899932861328,107.31900024414062,171.24000549316406,546.2100219726562,197.3699951171875,91.13999938964844
2022-05-20,137.58999633789062,252.55999755859375,108.90799713134766,221.3000030517578,193.5399932861328,107.59100341796875,166.94000244140625,543.1900024414062,199.02999877929688,91.86000061035156
2022-05-23,143.11000061035156,260.6499938964844,111.48799896240234,224.96665954589844,196.22999572753906,107.55699920654297,168.97999572753906,526.3599853515625,207.55999755859375,93.88999938964844
2022-05-24,140.36000061035156,259.6199951171875,105.97000122070312,209.3866729736328,181.27999877929688,104.0999984741211,161.5399932861328,524.2000122070312,202.6300048828125,94.4000015258789
2022-05-25,140.52000427246094,262.5199890136719,105.80500030517578,219.60000610351562,183.8300018310547,106.7750015258789,169.75,531.6300048828125,203.83999633789062,96.30000305175781
2022-05-26,143.77999877929688,265.8999938964844,107.7925033569336,235.91000366210938,191.6300048828125,111.07749938964844,178.50999450683594,550.6599731445312,208.5500030517578,96.63999938964844
2022-05-27,149.63999938964844,273.239990234375,112.31649780273438,253.2100067138672,195.1300048828125,115.14649963378906,188.11000061035156,583.280029296875,212.8800048828125,97.58999633789062
2022-05-31,148.83999633789062,271.8699951171875,113.76200103759766,252.75332641601562,193.63999938964844,120.20950317382812,186.72000122070312,580.1300048828125,212.1699981689453,96.0
2022-06-01,148.7100067138672,272.4200134277344,113.89199829101562,246.7899932861328,188.63999938964844,121.68399810791016,183.1999969482422,573.6199951171875,209.92999267578125,97.83999633789062
2022-06-02,151.2100067138672,274.5799865722656,117.62249755859375,258.3333435058594,198.86000061035156,125.51100158691406,195.9199981689453,576.739990234375,215.0500030517578,97.66999816894531
2022-06-03,145.3800048828125,270.0199890136719,114.54100036621094,234.51666259765625,190.77999877929688,122.3499984741211,187.1999969482422,563.3200073242188,212.64999389648438,99.08999633789062
2022-06-06,146.13999938964844,268.75,116.82050323486328,238.27999877929688,194.25,124.79000091552734,187.86000061035156,561.22998046875,212.94000244140625,98.83999633789062
2022-06-07,148.7100067138672,272.5,117.14949798583984,238.8866729736328,195.64999389648438,123.0,189.25999450683594,572.989990234375,214.5,103.37000274658203
2022-06-08,147.9600067138672,270.4100036621094,117.19400024414062,241.86666870117188,196.63999938964844,121.18000030517578,186.47999572753906,565.3599853515625,213.5,104.58999633789062
2022-06-09,142.63999938964844,264.7900085449219,114.83550262451172,239.7066650390625,184.0,116.1500015258789,180.47999572753906,556.219970703125,206.11000061035156,102.33000183105469
2022-06-10,137.1300048828125,252.99000549316406,111.1614990234375,232.22999572753906,175.57000732421875,109.6500015258789,169.74000549316406,541.27001953125,199.50999450683594,100.45999908447266
2022-06-13,131.8800048828125,242.25999450683594,106.39250183105469,215.73666381835938,164.25999450683594,103.66999816894531,156.47000122070312,517.6199951171875,192.25999450683594,95.8499984741211
2022-06-14,132.75999450683594,244.49000549316406,106.71549987792969,220.88999938964844,163.72999572753906,102.30999755859375,158.36000061035156,520.1699829101562,193.52000427246094,96.0999984741211
2022-06-15,135.42999267578125,251.75999450683594,109.7645034790039,233.0,169.35000610351562,107.66999816894531,165.27000427246094,526.7100219726562,196.16000366210938,94.88999938964844
2022-06-16,130.05999755859375,244.97000122070312,106.03350067138672,213.10000610351562,160.8699951171875,103.66000366210938,156.00999450683594,497.17999267578125,189.0500030517578,91.38999938964844
2022-06-17,131.55999755859375,247.64999389648438,107.14350128173828,216.75999450683594,163.74000549316406,106.22000122070312,158.8000030517578,498.6499938964844,190.00999450683594,86.12000274658203
2022-06-21,135.8699951171875,253.74000549316406,111.54399871826172,237.0366668701172,157.0500030517578,108.68000030517578,165.66000366210938,503.7699890136719,194.38999938964844,91.4800033569336
2022-06-22,135.35000610351562,253.1300048828125,111.48750305175781,236.086669921875,155.85000610351562,108.94999694824219,163.60000610351562,496.1000061035156,193.82000732421875,87.86000061035156
2022-06-23,138.27000427246094,258.8599853515625,112.24199676513672,235.07000732421875,158.75,112.44000244140625,162.25,496.5799865722656,196.63999938964844,85.20999908447266
2022-06-24,141.66000366210938,267.70001220703125,117.9749984741211,245.7066650390625,170.16000366210938,116.45999908447266,171.25999450683594,509.0899963378906,205.50999450683594,86.9000015258789
2022-06-27,141.66000366210938,264.8900146484375,115.83350372314453,244.9199981689453,169.49000549316406,113.22000122070312,168.69000244140625,505.7099914550781,203.55999755859375,89.02999877929688
2022-06-28,137.44000244140625,256.4800109863281,112.00749969482422,232.663330078125,160.67999267578125,107.4000015258789,159.82000732421875,498.45001220703125,198.1199951171875,91.5
2022-06-29,139.22999572753906,260.260009765625,111.70149993896484,228.49000549316406,163.94000244140625,108.91999816894531,155.4199981689453,490.4100036621094,199.5,88.12000274658203
2022-06-30,136.72000122070312,256.8299865722656,108.96299743652344,224.47332763671875,161.25,106.20999908447266,151.58999633789062,485.80999755859375,196.88999938964844,85.63999938964844
2022-07-01,138.92999267578125,259.5799865722656,108.73750305175781,227.26333618164062,160.02999877929688,109.55999755859375,145.22999572753906,477.8399963378906,199.17999267578125,87.55000305175781
2022-07-05,141.55999755859375,262.8500061035156,113.26300048828125,233.06666564941406,168.19000244140625,113.5,149.63999938964844,476.29998779296875,200.5399932861328,84.80999755859375
2022-07-06,142.9199981689453,266.2099914550781,114.5719985961914,231.73333740234375,169.77000427246094,114.33000183105469,151.3000030517578,482.6099853515625,201.1199951171875,83.27999877929688
2022-07-07,146.35000610351562,268.3999938964844,118.78299713134766,244.5433349609375,172.19000244140625,116.33000183105469,158.5800018310547,498.5400085449219,202.8000030517578,85.94000244140625
2022-07-08,147.0399932861328,267.6600036621094,119.35350036621094,250.76333618164062,170.8800048828125,115.54000091552734,158.3800048828125,498.69000244140625,203.57000732421875,86.08000183105469
2022-07-11,144.8699951171875,264.510009765625,115.67649841308594,234.3433380126953,162.8800048828125,111.75,151.52000427246094,482.8599853515625,205.05999755859375,85.63999938964844
2022-07-12,145.86000061035156,253.6699981689453,114.02050018310547,233.07000732421875,163.27000427246094,109.22000122070312,150.82000732421875,481.3699951171875,204.82000732421875,84.5
2022-07-13,145.49000549316406,252.72000122070312,111.35350036621094,237.0399932861328,163.49000549316406,110.4000015258789,151.63999938964844,481.7300109863281,204.14999389648438,84.83999633789062
2022-07-14,148.47000122070312,254.0800018310547,110.36750030517578,238.31333923339844,158.0500030517578,110.62999725341797,153.72000122070312,484.6400146484375,205.91000366210938,83.13999938964844
2022-07-15,150.1699981689453,256.7200012207031,111.77749633789062,240.06666564941406,164.6999969482422,113.55000305175781,157.6199951171875,494.4599914550781,210.0399932861328,84.54000091552734
2022-07-18,147.07000732421875,254.25,109.02999877929688,240.54666137695312,167.22999572753906,113.76000213623047,161.00999450683594,491.05999755859375,207.2100067138672,86.0999984741211
2022-07-19,151.0,259.5299987792969,113.80999755859375,245.52999877929688,175.77999877929688,118.20999908447266,169.9199981689453,509.0,213.66000366210938,88.2699966430664
2022-07-20,153.0399932861328,262.2699890136719,113.9000015258789,247.5,183.08999633789062,122.7699966430664,178.07000732421875,511.7699890136719,213.3699951171875,89.23999786376953
2022-07-21,155.35000610351562,264.8399963378906,114.33999633789062,271.7066650390625,183.1699981689453,124.62999725341797,180.5,517.6799926757812,216.19000244140625,87.75
2022-07-22,154.08999633789062,260.3599853515625,107.9000015258789,272.24334716796875,169.27000427246094,122.41999816894531,173.19000244140625,512.52001953125,213.6999969482422,87.08000183105469
2022-07-25,152.9499969482422,258.8299865722656,107.51000213623047,268.4333190917969,166.64999389648438,121.13999938964844,170.24000549316406,513.1099853515625,214.27000427246094,89.9800033569336
2022-07-26,151.60000610351562,251.89999389648438,105.0199966430664,258.8599853515625,159.14999389648438,114.80999755859375,165.3300018310547,511.0899963378906,212.49000549316406,89.62999725341797
2022-07-27,156.7899932861328,268.739990234375,113.05999755859375,274.82000732421875,169.5800018310547,120.97000122070312,177.89999389648438,527.7899780273438,210.47000122070312,91.56999969482422
2022-07-28,157.35000610351562,276.4100036621094,114.22000122070312,280.8999938964844,160.72000122070312,122.27999877929688,179.83999633789062,533.6099853515625,211.35000610351562,92.63999938964844
2022-07-29,162.50999450683594,280.739990234375,116.31999969482422,297.1499938964844,159.10000610351562,134.9499969482422,181.6300048828125,535.47998046875,212.11000061035156,96.93000030517578
2022-08-01,161.50999450683594,278.010009765625,114.86000061035156,297.27667236328125,159.92999267578125,135.38999938964844,184.41000366210938,536.3699951171875,211.36000061035156,94.4800033569336
2022-08-02,160.00999450683594,274.82000732421875,115.12999725341797,300.586669921875,160.19000244140625,134.16000366210938,185.25999450683594,531.2100219726562,206.25999450683594,94.06999969482422
2022-08-03,166.1300048828125,282.4700012207031,118.08000183105469,307.39666748046875,168.8000030517578,139.52000427246094,188.92999267578125,546.739990234375,208.47999572753906,91.0199966430664
2022-08-04,165.80999755859375,283.6499938964844,118.19000244140625,308.6333312988281,170.57000732421875,142.57000732421875,192.14999389648438,552.7999877929688,213.47000122070312,87.19000244140625
2022-08-05,165.35000610351562,282.9100036621094,117.47000122070312,288.1700134277344,167.11000061035156,140.8000030517578,189.88999938964844,551.4400024414062,215.8699951171875,88.44999694824219
2022-08-08,164.8699951171875,280.32000732421875,117.30000305175781,290.42333984375,170.25,139.41000366210938,177.92999267578125,545.530029296875,213.32000732421875,88.94999694824219
2022-08-09,164.9199981689453,282.29998779296875,116.62999725341797,283.3333435058594,168.52999877929688,137.8300018310547,170.86000061035156,532.7999877929688,210.25999450683594,90.58999633789062
2022-08-10,169.24000549316406,289.1600036621094,119.69999694824219,294.3566589355469,178.33999633789062,142.69000244140625,180.97000122070312,550.4099731445312,212.10000610351562,91.44999694824219
2022-08-11,168.49000549316406,287.0199890136719,118.83999633789062,286.6300048828125,177.49000549316406,140.63999938964844,179.4199981689453,545.4299926757812,211.0800018310547,93.19000244140625
2022-08-12,172.10000610351562,291.9100036621094,121.68000030517578,300.0299987792969,180.5,143.5500030517578,187.08999633789062,558.22998046875,211.3300018310547,94.0
2022-08-15,173.19000244140625,293.4700012207031,122.08000183105469,309.32000732421875,180.88999938964844,143.17999267578125,190.32000732421875,558.9600219726562,216.4199981689453,92.31999969482422
2022-08-16,173.02999877929688,292.7099914550781,121.69999694824219,306.5633239746094,179.47000122070312,144.77999877929688,188.7899932861328,551.6500244140625,217.13999938964844,91.45999908447266
2022-08-17,174.5500030517578,291.32000732421875,119.55000305175781,303.9966735839844,174.85000610351562,142.10000610351562,183.35000610351562,538.5900268554688,214.52000427246094,92.19999694824219
2022-08-18,174.14999389648438,290.1700134277344,120.16999816894531,302.8699951171875,174.66000366210938,142.3000030517578,187.72999572753906,558.4500122070312,215.25,94.37999725341797
2022-08-19,171.52000427246094,286.1499938964844,117.20999908447266,296.6666564941406,167.9600067138672,138.22999572753906,178.49000549316406,548.4299926757812,212.82000732421875,94.08000183105469
2022-08-22,167.57000732421875,277.75,114.23999786376953,289.913330078125,163.0500030517578,133.22000122070312,170.33999633789062,528.75,208.61000061035156,94.01000213623047
2022-08-23,167.22999572753906,276.44000244140625,113.86000061035156,296.4533386230469,161.11000061035156,133.6199951171875,171.80999755859375,529.780029296875,206.8000030517578,98.0
2022-08-24,167.52999877929688,275.7900085449219,113.69000244140625,297.0966796875,163.25999450683594,133.8000030517578,172.22000122070312,530.8400268554688,206.6699981689453,98.58000183105469
2022-08-25,170.02999877929688,278.8500061035156,116.6500015258789,296.07000732421875,168.77999877929688,137.27999877929688,179.1300048828125,550.1300048828125,209.82000732421875,99.08999633789062
